,0,1,2,3,4,5
976,27030,8895,Xbox Wireless Controller,Chicago Warehouse,454,2025-07-23 03:00:00
977,23387,6077,Xbox Wireless Controller,LA Warehouse,479,2025-06-14 05:00:00
978,24497,6835,Surface Pro 9,Dallas Data Center,232,2025-05-30 20:00:00
979,26585,3741,Surface Pen,Atlanta Distribution Hub,15,2025-11-11 09:00:00
980,25218,1579,Azure Storage Array,San Francisco Data Center,192,2025-11-14 11:00:00
981,28886,5249,Azure Rack Server,Dallas Data Center,161,2025-05-31 12:00:00
982,27853,4566,Xbox Elite Controller,Houston Warehouse,484,2025-11-10 23:00:00
983,25825,4058,Microsoft Modern Webcam,San Francisco Data Center,74,2025-10-08 15:00:00
984,29490,9206,Xbox Series X Console,San Francisco Data Center,397,2025-11-04 17:00:00
985,25349,1048,Azure Storage Array,Dallas Data Center,323,2025-06-12 16:00:00
986,27327,5786,Surface Headphones 2,Chicago Warehouse,48,2025-07-19 20:00:00
987,26959,4380,Surface Duo 2,NYC Warehouse,491,2025-07-09 14:00:00
988,29816,9508,Azure Network Switch,San Francisco Data Center,454,2025-05-12 19:00:00
989,27320,1730,Surface Pen,Seattle Warehouse,78,2025-07-13 05:00:00
990,23805,6064,Xbox Series X Console,Atlanta Distribution Hub,29,2025-08-09 19:00:00
991,27451,4524,Xbox Wireless Controller,Houston Warehouse,227,2025-05-23 10:00:00
992,28322,1895,Surface Headphones 2,NYC Warehouse,354,2025-10-04 23:00:00
993,21818,3576,Azure Firewall Appliance,Seattle Warehouse,152,2025-07-23 20:00:00
994,20189,1674,Surface Docking Station,LA Warehouse,159,2025-09-17 05:00:00
995,26434,3470,Surface Pen,Atlanta Distribution Hub,5,2025-07-27 11:00:00
996,29160,6565,Microsoft Audio Dock,Atlanta Distribution Hub,81,2025-09-26 14:00:00
997,29545,5004,Azure Rack Server,Atlanta Distribution Hub,168,2025-11-19 15:00:00
998,29985,4631,Xbox Wireless Controller,Seattle Warehouse,283,2025-05-14 16:00:00
999,20447,6063,Surface Go 3,Chicago Warehouse,435,2025-08-18 13:00:00
1000,20935,8007,Azure Rack Server,Seattle Warehouse,128,2025-06-14 20:00:00
1001,28192,4200,Surface Pen,NYC Warehouse,497,2025-07-11 09:00:00
1002,26767,1807,Azure Rack Server,Houston Warehouse,394,2025-07-23 22:00:00
1003,25520,1594,Azure Network Switch,Dallas Data Center,59,2025-06-04 11:00:00
1004,28030,2170,Microsoft Modern Webcam,Atlanta Distribution Hub,273,2025-09-19 20:00:00
1005,20176,5444,Azure Rack Server,Chicago Warehouse,395,2025-09-29 10:00:00
1006,22378,5386,Surface Headphones 2,NYC Warehouse,227,2025-07-16 13:00:00
1007,20303,5124,Xbox Series S Console,Houston Warehouse,468,2025-06-19 00:00:00
1008,28458,2605,Surface Pro 9,Seattle Warehouse,464,2025-08-30 16:00:00
1009,28397,7132,Surface Pro 9,Dallas Data Center,42,2025-11-16 15:00:00
1010,27057,5566,Xbox Series S Console,LA Warehouse,88,2025-08-21 21:00:00
1011,25726,5005,Xbox Series S Console,Atlanta Distribution Hub,440,2025-07-21 00:00:00
1012,26206,5087,Azure Rack Server,NYC Warehouse,7,2025-11-16 17:00:00
1013,22775,9738,Azure Rack Server,San Francisco Data Center,126,2025-08-25 16:00:00
1014,29908,8723,Azure Firewall Appliance,Dallas Data Center,389,2025-11-13 18:00:00
1015,29024,4016,Data Center Cooling Unit,San Francisco Data Center,35,2025-09-22 11:00:00
1016,29457,5346,Surface Laptop 5,LA Warehouse,117,2025-08-11 23:00:00
1017,24989,4005,Microsoft HoloLens 2,Houston Warehouse,360,2025-10-22 23:00:00
1018,25746,7400,Azure Storage Array,San Francisco Data Center,204,2025-11-19 10:00:00
1019,24445,1190,Azure Firewall Appliance,Atlanta Distribution Hub,260,2025-06-29 13:00:00
1020,27950,1767,Microsoft HoloLens 2,San Francisco Data Center,304,2025-07-01 12:00:00
1021,25468,6541,Xbox Wireless Controller,Atlanta Distribution Hub,126,2025-09-18 12:00:00
1022,28168,4007,Xbox Series S Console,Atlanta Distribution Hub,268,2025-07-01 16:00:00
1023,27132,8019,Azure GPU Node,Atlanta Distribution Hub,196,2025-09-20 01:00:00
1024,21955,9654,Azure Network Switch,Atlanta Distribution Hub,226,2025-09-19 00:00:00
1025,24406,7520,Azure GPU Node,LA Warehouse,195,2025-05-01 16:00:00
1026,21865,5400,Xbox Wireless Controller,Houston Warehouse,210,2025-10-19 09:00:00
1027,23076,1456,Azure Storage Array,LA Warehouse,139,2025-10-03 11:00:00
1028,24089,1702,Azure Firewall Appliance,Atlanta Distribution Hub,124,2025-05-20 12:00:00
1029,27582,7315,Microsoft Modern Webcam,Houston Warehouse,340,2025-10-04 17:00:00
1030,21471,1856,Surface Duo 2,Seattle Warehouse,174,2025-05-26 00:00:00
1031,25362,3782,Surface Pen,Seattle Warehouse,199,2025-08-19 17:00:00
1032,23066,3718,Azure GPU Node,Chicago Warehouse,95,2025-10-17 04:00:00
1033,22762,1509,Surface Laptop 5,Seattle Warehouse,358,2025-06-05 10:00:00
1034,27465,8181,Surface Docking Station,Dallas Data Center,174,2025-06-26 15:00:00
1035,22285,7364,Xbox Wireless Controller,NYC Warehouse,187,2025-09-06 18:00:00
1036,22549,7829,Surface Pro 9,Houston Warehouse,21,2025-08-31 14:00:00
1037,29088,9133,Xbox Series X Console,San Francisco Data Center,110,2025-08-31 16:00:00
1038,23583,6197,Azure Storage Array,LA Warehouse,123,2025-11-03 23:00:00
1039,21514,4331,Azure Rack Server,Houston Warehouse,309,2025-05-07 00:00:00
1040,21026,9434,Surface Go 3,Houston Warehouse,134,2025-06-08 15:00:00
1041,25002,4613,Surface Duo 2,San Francisco Data Center,412,2025-11-21 23:00:00
1042,22830,4090,Surface Go 3,LA Warehouse,498,2025-05-16 08:00:00
1043,28517,5408,Data Center Cooling Unit,Atlanta Distribution Hub,124,2025-11-09 04:00:00
1044,20414,1077,Microsoft Audio Dock,Houston Warehouse,409,2025-08-03 05:00:00
1045,27309,9958,Azure Rack Server,LA Warehouse,160,2025-07-10 02:00:00
1046,27128,1477,Xbox Series S Console,Chicago Warehouse,2,2025-05-25 12:00:00
1047,29494,7405,Azure GPU Node,Chicago Warehouse,284,2025-08-21 06:00:00
1048,21967,2724,Microsoft Modern Webcam,Seattle Warehouse,25,2025-07-01 23:00:00
1049,24710,4076,Azure Rack Server,Atlanta Distribution Hub,318,2025-07-27 03:00:00
1050,24893,1692,Surface Go 3,Houston Warehouse,362,2025-11-03 20:00:00
1051,28610,8597,Azure Firewall Appliance,LA Warehouse,145,2025-09-05 08:00:00
1052,24145,9418,Surface Headphones 2,LA Warehouse,224,2025-06-30 00:00:00
1053,21509,5401,Xbox Series S Console,San Francisco Data Center,156,2025-11-02 20:00:00
1054,28236,6245,Surface Docking Station,Atlanta Distribution Hub,469,2025-11-11 03:00:00
1055,29177,8233,Surface Docking Station,Seattle Warehouse,72,2025-07-03 09:00:00
1056,22467,1336,Xbox Elite Controller,Atlanta Distribution Hub,270,2025-05-19 22:00:00
1057,24532,7688,Surface Duo 2,Atlanta Distribution Hub,272,2025-07-04 16:00:00
1058,22260,3269,Azure Storage Array,NYC Warehouse,331,2025-05-08 15:00:00
1059,25223,1813,Azure Firewall Appliance,Chicago Warehouse,193,2025-09-17 06:00:00
1060,26037,7106,Azure GPU Node,Chicago Warehouse,75,2025-05-19 02:00:00
1061,22255,2305,Azure Storage Array,LA Warehouse,368,2025-09-10 21:00:00
1062,23377,7915,Azure Firewall Appliance,San Francisco Data Center,328,2025-09-17 07:00:00
1063,29928,3823,Surface Docking Station,LA Warehouse,140,2025-09-28 23:00:00
1064,26752,6399,Surface Pro 9,Dallas Data Center,390,2025-05-18 23:00:00
1065,29585,4255,Azure GPU Node,Dallas Data Center,123,2025-08-02 00:00:00
1066,26398,6813,Surface Pro 9,Houston Warehouse,14,2025-05-13 08:00:00
1067,26850,3870,Azure GPU Node,LA Warehouse,458,2025-10-27 13:00:00
1068,25873,6809,Data Center Cooling Unit,Dallas Data Center,479,2025-05-24 01:00:00
1069,25632,1419,Surface Duo 2,San Francisco Data Center,62,2025-09-16 01:00:00
1070,26070,1067,Surface Headphones 2,Houston Warehouse,304,2025-11-21 22:00:00
1071,22443,7999,Surface Docking Station,Seattle Warehouse,310,2025-09-17 22:00:00
1072,21510,1231,Surface Docking Station,Seattle Warehouse,209,2025-05-14 22:00:00
1073,28138,8838,Xbox Series X Console,Houston Warehouse,188,2025-05-27 17:00:00
1074,22950,4735,Surface Laptop 5,Dallas Data Center,171,2025-10-12 09:00:00
1075,24873,7388,Surface Headphones 2,NYC Warehouse,10,2025-10-28 07:00:00
1076,26652,6220,Surface Laptop 5,Dallas Data Center,417,2025-09-19 00:00:00
1077,24732,5998,Xbox Series S Console,LA Warehouse,291,2025-08-12 04:00:00
1078,21822,9316,Surface Pro 9,San Francisco Data Center,27,2025-09-18 02:00:00
1079,27536,1649,Surface Laptop 5,Atlanta Distribution Hub,172,2025-10-29 08:00:00
1080,21669,1573,Microsoft HoloLens 2,Chicago Warehouse,355,2025-11-06 11:00:00
1081,22819,1405,Xbox Wireless Controller,Dallas Data Center,462,2025-11-21 11:00:00
1082,20998,8780,Data Center Cooling Unit,NYC Warehouse,221,2025-11-16 19:00:00
1083,29716,3403,Microsoft HoloLens 2,LA Warehouse,381,2025-06-10 17:00:00
1084,26118,5102,Azure Rack Server,Chicago Warehouse,431,2025-09-28 01:00:00
1085,21742,6369,Xbox Series S Console,LA Warehouse,311,2025-11-11 20:00:00
1086,26936,3730,Microsoft Modern Webcam,Seattle Warehouse,102,2025-06-01 12:00:00
1087,26520,1736,Microsoft Audio Dock,Seattle Warehouse,98,2025-08-11 21:00:00
1088,22832,3691,Surface Headphones 2,Houston Warehouse,403,2025-09-16 14:00:00
1089,21460,1469,Surface Laptop 5,Dallas Data Center,13,2025-09-06 23:00:00
1090,26914,6326,Surface Headphones 2,Chicago Warehouse,347,2025-10-11 23:00:00
1091,26187,4322,Azure GPU Node,San Francisco Data Center,201,2025-10-25 15:00:00
1092,23165,6440,Azure Firewall Appliance,Houston Warehouse,377,2025-07-22 22:00:00
1093,26543,5984,Surface Duo 2,Seattle Warehouse,364,2025-08-04 14:00:00
1094,24407,3732,Surface Pen,Dallas Data Center,291,2025-07-02 06:00:00
1095,26088,8404,Xbox Elite Controller,Dallas Data Center,98,2025-11-01 00:00:00
1096,27538,2666,Surface Docking Station,Seattle Warehouse,185,2025-09-19 03:00:00
1097,25819,1018,Surface Pen,Atlanta Distribution Hub,294,2025-11-11 12:00:00
1098,21514,3042,Surface Docking Station,San Francisco Data Center,158,2025-06-20 03:00:00
1099,27369,8296,Surface Headphones 2,Chicago Warehouse,399,2025-05-09 05:00:00
1100,26095,1204,Xbox Elite Controller,Houston Warehouse,54,2025-11-10 20:00:00
1101,28769,1190,Microsoft HoloLens 2,Houston Warehouse,328,2025-08-13 10:00:00
1102,26390,2241,Azure Firewall Appliance,Houston Warehouse,272,2025-11-19 12:00:00
1103,24182,8422,Microsoft HoloLens 2,LA Warehouse,106,2025-11-04 23:00:00
1104,27870,6664,Xbox Elite Controller,Atlanta Distribution Hub,115,2025-11-23 07:00:00
1105,22236,1675,Surface Pen,Chicago Warehouse,417,2025-11-02 05:00:00
1106,29733,4318,Surface Duo 2,LA Warehouse,178,2025-06-21 10:00:00
1107,24301,7000,Data Center Cooling Unit,LA Warehouse,406,2025-05-10 22:00:00
1108,22201,5917,Surface Headphones 2,Houston Warehouse,180,2025-11-04 10:00:00
1109,26239,9009,Surface Duo 2,San Francisco Data Center,252,2025-05-29 14:00:00
1110,20795,5644,Xbox Series X Console,Dallas Data Center,116,2025-05-12 13:00:00
1111,22785,3285,Azure Rack Server,NYC Warehouse,98,2025-11-10 18:00:00
1112,27610,8528,Xbox Series X Console,LA Warehouse,123,2025-05-31 01:00:00
1113,26700,4001,Xbox Wireless Controller,NYC Warehouse,147,2025-09-14 15:00:00
1114,28962,8666,Data Center Cooling Unit,NYC Warehouse,393,2025-10-02 18:00:00
1115,25750,6655,Xbox Series X Console,NYC Warehouse,148,2025-07-11 21:00:00
1116,29584,5058,Azure Rack Server,Houston Warehouse,325,2025-05-25 12:00:00
1117,23797,1945,Surface Laptop 5,LA Warehouse,35,2025-05-11 04:00:00
1118,26064,6595,Surface Pen,Houston Warehouse,336,2025-07-13 18:00:00
1119,23019,5675,Surface Go 3,Chicago Warehouse,294,2025-08-29 14:00:00
1120,20209,4402,Azure Firewall Appliance,San Francisco Data Center,316,2025-06-30 04:00:00
1121,29444,3678,Surface Duo 2,Chicago Warehouse,451,2025-10-31 07:00:00
1122,22860,4008,Xbox Series S Console,Atlanta Distribution Hub,490,2025-08-08 03:00:00
1123,28088,9891,Surface Docking Station,LA Warehouse,482,2025-10-18 13:00:00
1124,25777,3639,Surface Docking Station,Chicago Warehouse,122,2025-10-20 19:00:00
1125,26413,8502,Surface Docking Station,NYC Warehouse,399,2025-08-22 14:00:00
1126,28823,7528,Azure GPU Node,Houston Warehouse,63,2025-09-13 04:00:00
1127,25938,8570,Azure GPU Node,Dallas Data Center,378,2025-08-03 09:00:00
1128,25545,9928,Surface Pen,LA Warehouse,303,2025-10-09 11:00:00
1129,22065,6910,Azure Firewall Appliance,LA Warehouse,334,2025-09-22 16:00:00
1130,20188,5877,Microsoft Audio Dock,Houston Warehouse,154,2025-07-17 13:00:00
1131,23944,3718,Surface Laptop 5,Atlanta Distribution Hub,222,2025-10-31 15:00:00
1132,27690,3000,Azure GPU Node,LA Warehouse,48,2025-11-13 15:00:00
1133,28988,3626,Surface Laptop 5,Houston Warehouse,395,2025-07-06 22:00:00
1134,29487,7435,Surface Go 3,Atlanta Distribution Hub,431,2025-11-04 18:00:00
1135,21927,5145,Microsoft Modern Webcam,Chicago Warehouse,233,2025-10-22 10:00:00
1136,28202,9699,Surface Headphones 2,Houston Warehouse,204,2025-11-24 06:00:00
1137,27765,3621,Microsoft Modern Webcam,NYC Warehouse,415,2025-06-06 05:00:00
1138,29517,9611,Surface Go 3,LA Warehouse,340,2025-08-01 16:00:00
1139,26995,7307,Surface Pen,San Francisco Data Center,42,2025-07-20 13:00:00
1140,22472,6948,Data Center Cooling Unit,Houston Warehouse,336,2025-10-01 05:00:00
1141,28174,1239,Surface Laptop 5,Dallas Data Center,246,2025-05-29 05:00:00
1142,21938,7324,Surface Duo 2,Chicago Warehouse,123,2025-10-18 17:00:00
1143,24708,6989,Microsoft Audio Dock,Dallas Data Center,491,2025-09-25 12:00:00
1144,25859,7905,Azure Network Switch,Dallas Data Center,102,2025-07-01 18:00:00
1145,23227,9679,Surface Pro 9,Seattle Warehouse,398,2025-10-17 21:00:00
1146,28426,6213,Data Center Cooling Unit,Seattle Warehouse,79,2025-08-18 18:00:00
1147,21827,8128,Data Center Cooling Unit,Atlanta Distribution Hub,475,2025-07-04 15:00:00
1148,26609,5851,Xbox Elite Controller,Houston Warehouse,10,2025-10-20 20:00:00
1149,25679,9633,Surface Go 3,NYC Warehouse,498,2025-05-05 02:00:00
1150,23280,7226,Data Center Cooling Unit,Dallas Data Center,59,2025-05-01 19:00:00
1151,20640,2695,Azure Storage Array,Dallas Data Center,195,2025-06-23 21:00:00
1152,24910,3978,Surface Duo 2,Chicago Warehouse,113,2025-09-12 18:00:00
1153,29696,7756,Data Center Cooling Unit,NYC Warehouse,442,2025-06-15 19:00:00
1154,20973,7132,Surface Laptop 5,Houston Warehouse,392,2025-05-17 21:00:00
1155,25680,5960,Surface Pen,San Francisco Data Center,389,2025-10-26 17:00:00
1156,25572,5911,Xbox Series X Console,San Francisco Data Center,440,2025-05-14 04:00:00
1157,27577,8448,Microsoft Modern Webcam,LA Warehouse,372,2025-08-17 03:00:00
1158,28564,8510,Surface Docking Station,Dallas Data Center,137,2025-11-10 19:00:00
1159,20704,7706,Azure GPU Node,Atlanta Distribution Hub,42,2025-09-19 23:00:00
1160,27851,7030,Azure Firewall Appliance,Houston Warehouse,492,2025-08-01 02:00:00
1161,28933,8211,Xbox Series X Console,Houston Warehouse,454,2025-10-04 18:00:00
1162,20160,8972,Surface Docking Station,Houston Warehouse,474,2025-06-23 22:00:00
1163,27486,3363,Xbox Elite Controller,Seattle Warehouse,386,2025-07-30 14:00:00
1164,20801,2627,Surface Pro 9,Chicago Warehouse,475,2025-06-28 11:00:00
1165,24886,9412,Surface Headphones 2,Houston Warehouse,323,2025-06-09 04:00:00
1166,23158,4078,Surface Docking Station,Houston Warehouse,265,2025-09-22 21:00:00
1167,22673,3464,Azure Rack Server,Chicago Warehouse,122,2025-06-10 12:00:00
1168,27673,7235,Surface Docking Station,NYC Warehouse,23,2025-08-07 13:00:00
1169,26625,4749,Surface Laptop 5,San Francisco Data Center,494,2025-11-05 21:00:00
1170,27864,2617,Azure Network Switch,Seattle Warehouse,192,2025-06-25 06:00:00
1171,22684,4604,Surface Pen,Seattle Warehouse,299,2025-11-21 21:00:00
1172,22483,9810,Surface Go 3,Chicago Warehouse,243,2025-11-18 12:00:00
1173,29963,3782,Surface Duo 2,Dallas Data Center,228,2025-08-25 21:00:00
1174,20965,3381,Azure Network Switch,Chicago Warehouse,269,2025-10-30 20:00:00
1175,24794,9066,Data Center Cooling Unit,NYC Warehouse,386,2025-05-20 08:00:00
1176,21832,4717,Data Center Cooling Unit,Chicago Warehouse,118,2025-07-30 03:00:00
1177,27947,5159,Azure Network Switch,NYC Warehouse,399,2025-08-11 22:00:00
1178,29058,3970,Surface Laptop 5,San Francisco Data Center,74,2025-08-17 19:00:00
1179,27463,8984,Microsoft Modern Webcam,NYC Warehouse,41,2025-09-25 20:00:00
1180,21160,9711,Data Center Cooling Unit,Houston Warehouse,193,2025-05-04 18:00:00
1181,25425,2379,Data Center Cooling Unit,Seattle Warehouse,24,2025-08-04 04:00:00
1182,27523,8978,Surface Go 3,Atlanta Distribution Hub,499,2025-09-02 08:00:00
1183,23281,9650,Xbox Elite Controller,Houston Warehouse,251,2025-05-20 19:00:00
1184,20434,3443,Azure GPU Node,San Francisco Data Center,120,2025-06-13 10:00:00
1185,27090,2097,Surface Pen,Atlanta Distribution Hub,430,2025-09-24 07:00:00
1186,26871,5198,Xbox Series X Console,Houston Warehouse,404,2025-07-10 11:00:00
1187,26853,8854,Azure Rack Server,NYC Warehouse,72,2025-06-14 08:00:00
1188,28581,8628,Surface Pro 9,LA Warehouse,183,2025-06-23 14:00:00
1189,25844,3101,Surface Pen,LA Warehouse,224,2025-07-07 08:00:00
1190,26407,8441,Surface Go 3,Chicago Warehouse,257,2025-05-04 02:00:00
1191,25335,4467,Azure GPU Node,Atlanta Distribution Hub,168,2025-08-10 15:00:00
1192,23084,1183,Surface Pen,Chicago Warehouse,369,2025-08-11 21:00:00
1193,24767,6158,Surface Pro 9,San Francisco Data Center,78,2025-05-28 10:00:00
1194,22441,9997,Microsoft Audio Dock,Seattle Warehouse,292,2025-10-16 00:00:00
1195,26535,1325,Surface Pro 9,NYC Warehouse,346,2025-05-25 00:00:00
1196,27552,7896,Data Center Cooling Unit,Houston Warehouse,232,2025-07-01 19:00:00
1197,22532,3863,Microsoft HoloLens 2,LA Warehouse,419,2025-06-11 20:00:00
1198,28723,1542,Data Center Cooling Unit,Atlanta Distribution Hub,220,2025-11-16 19:00:00
1199,24567,6800,Azure Firewall Appliance,Dallas Data Center,102,2025-10-02 03:00:00
1200,23607,1048,Surface Headphones 2,Houston Warehouse,301,2025-07-25 05:00:00
1201,24392,7712,Azure GPU Node,Houston Warehouse,368,2025-07-29 08:00:00
1202,28095,6820,Azure Network Switch,Chicago Warehouse,69,2025-08-06 19:00:00
1203,29811,4377,Azure Firewall Appliance,Atlanta Distribution Hub,192,2025-05-23 09:00:00
1204,24510,7839,Surface Laptop 5,Seattle Warehouse,29,2025-09-28 22:00:00
1205,21211,7819,Xbox Series X Console,LA Warehouse,175,2025-09-12 14:00:00
1206,28297,7558,Azure Storage Array,Chicago Warehouse,414,2025-08-22 05:00:00
1207,28830,2583,Azure Network Switch,Seattle Warehouse,246,2025-06-02 01:00:00
1208,21286,6692,Azure Rack Server,Chicago Warehouse,209,2025-11-05 04:00:00
1209,26257,8969,Azure Rack Server,Houston Warehouse,135,2025-06-26 15:00:00
1210,27910,5436,Data Center Cooling Unit,LA Warehouse,326,2025-11-06 20:00:00
1211,28868,2845,Azure Storage Array,Houston Warehouse,481,2025-05-09 22:00:00
1212,24166,7790,Microsoft Modern Webcam,Dallas Data Center,48,2025-10-05 19:00:00
1213,27051,6114,Azure GPU Node,Chicago Warehouse,155,2025-05-12 06:00:00
1214,25258,7843,Data Center Cooling Unit,LA Warehouse,389,2025-08-06 14:00:00
1215,20655,3331,Xbox Elite Controller,Houston Warehouse,238,2025-10-19 22:00:00
1216,21060,8463,Surface Laptop 5,Seattle Warehouse,258,2025-05-29 11:00:00
1217,27305,7421,Xbox Series X Console,Houston Warehouse,244,2025-09-16 09:00:00
1218,22734,5011,Azure Storage Array,Houston Warehouse,358,2025-07-09 03:00:00
1219,20135,9284,Xbox Elite Controller,Seattle Warehouse,103,2025-09-21 19:00:00
1220,28395,9510,Surface Pro 9,Seattle Warehouse,213,2025-05-18 08:00:00
1221,26837,1805,Azure Rack Server,Dallas Data Center,316,2025-10-12 01:00:00
1222,20161,1392,Surface Docking Station,Dallas Data Center,11,2025-08-12 04:00:00
1223,22215,1473,Xbox Series S Console,Houston Warehouse,457,2025-07-14 11:00:00
1224,27758,8593,Surface Duo 2,Dallas Data Center,42,2025-11-10 16:00:00
1225,21768,9887,Microsoft HoloLens 2,Seattle Warehouse,167,2025-10-30 02:00:00
1226,22800,2554,Surface Headphones 2,Atlanta Distribution Hub,53,2025-07-31 17:00:00
1227,27605,4806,Surface Pen,Seattle Warehouse,289,2025-08-11 00:00:00
1228,26555,9254,Azure Rack Server,Seattle Warehouse,491,2025-10-23 09:00:00
1229,20926,5834,Xbox Wireless Controller,Seattle Warehouse,394,2025-09-21 19:00:00
1230,23583,1469,Xbox Elite Controller,Dallas Data Center,113,2025-11-16 02:00:00
1231,27503,3030,Azure Storage Array,San Francisco Data Center,8,2025-10-25 19:00:00
